             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       119          87           119          125          117          
sj-12        27           0            0            0            26           
imc1         37           18           32           26           30           
imc2         26           18           22           18           31           
mawi-15      21           0            23           17           21           
