             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       95           100          97           100          96           
sj-12        100          90           100          100          100          
imc1         100          100          100          100          100          
imc2         100          42           100          42           100          
mawi-15      100          100          100          100          100          
