             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       30           10           30           30           30           
sj-12        10           2            3            3            10           
imc1         12           4            11           6            11           
imc2         6            2            4            2            6            
mawi-15      11           5            10           7            10           
