             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       138          87           136          142          139          
sj-12        33           0            18           18           32           
imc1         45           29           40           36           45           
imc2         36           18           22           18           40           
mawi-15      28           19           31           17           29           
