             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       31           18           31           38           37           
sj-12        4            0            0            0            4            
imc1         0            0            0            0            0            
imc2         12           0            2            0            1            
mawi-15      0            0            0            0            0            
