             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       14           4            14           14           15           
sj-12        2            1            1            1            2            
imc1         1            1            1            1            1            
imc2         3            1            2            1            2            
mawi-15      1            1            1            1            1            
