# caida-chi15-opp-dim
# quelen-Q-W=100-1-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              5.0                              2.0                              2.0                              2.0                              2.0                              
3.0                              11.0                             4.0                              4.0                              4.0                              4.0                              
4.0                              19.0                             6.0                              6.0                              6.0                              6.0                              
5.0                              31.0                             8.0                              8.0                              8.0                              8.0                              
6.0                              51.0                             10.0                             10.0                             10.0                             10.0                             
7.0                              118.0                            12.0                             14.0                             14.0                             12.01                            
8.0                              282.0                            17.0                             18.0                             19.0                             17.0                             
9.0                              842.0                            22                               23                               23.0                             22                               
10.0                             995.0                            26.0                             27.0                             27.0                             26.0                             
11.0                             1099.0                           30.0                             30.0                             32.0                             30.0                             
12.0                             1199.0                           36.0                             37.0                             40.0                             39.0                             
13.0                             1299.0                           45.0                             46.0                             48.0                             48.0                             
14.0                             1399.0                           54.0                             55.01                            59.01                            58.01                            
15.0                             1499.0                           68                               70.0                             74.0                             70.0                             
16.0                             1599.0                           84.0                             87.0                             91.0                             85.01                            
17.0                             1699.0                           103.0                            106.0                            112.0                            105.0                            
18.0                             1799.0                           123.0                            134.0                            135.01                           126.0                            
19.0                             1899.0                           147.0                            162.0                            162.01                           146.0                            
20.0                             1999.0                           174.0                            190.0                            193.0                            170.0                            
21.0                             2099.0                           211.0                            227.0                            230.0                            199.0                            
22.0                             2199.0                           247.02                           264.0                            276.0                            233.0                            
23.0                             2299.0                           303.04                           305.0                            337.0                            276.0                            
24.0                             2399.0                           365.0                            348.0                            397.0                            328.2                            
25.0                             2499.0                           432.0                            435.0                            466.0                            382.0                            
26.0                             2599.0                           501.0                            518.0                            605.29                           448.0                            
27.0                             2699.0                           568.0                            618.0                            730.0                            552.0                            
28.0                             2799.0                           693.0                            743.0                            935.0                            744.0                            
29.0                             2899.0                           825.0                            818.0                            1051.0                           834.12                           
30.0                             2999.0                           950.0                            922.57                           1082.0                           918.0                            
