# caida-chi15-opp-dim
# quelen-Q-W=100-4-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              5.0                              2.0                              2.0                              2.0                              2.0                              
3.0                              11.0                             3.0                              3.0                              4.0                              3.0                              
4.0                              19.0                             5.0                              6.0                              6.0                              5.0                              
5.0                              31.0                             8.0                              8.0                              8.0                              8.0                              
6.0                              51.0                             10.0                             10.0                             10.0                             10.0                             
7.0                              118.0                            12.0                             12                               12.0                             12.0                             
8.0                              282.0                            14.0                             14.0                             14                               14.0                             
9.0                              842.0                            16.0                             16.0                             16.0                             16.0                             
10.0                             995.0                            18.0                             18.0                             18.0                             18.0                             
11.0                             1099.0                           20.0                             20.0                             23.0                             20.0                             
12.0                             1199.0                           22.0                             23.0                             28.0                             23.0                             
13.0                             1299.0                           26.0                             28                               34.0                             27.0                             
14.0                             1399.0                           31.0                             32.0                             38.0                             32.0                             
15.0                             1499.0                           36.0                             38.0                             42.0                             37.0                             
16.0                             1599.0                           41.0                             43.0                             48.0                             42.0                             
17.0                             1699.0                           46.0                             48.0                             57.0                             46.0                             
18.0                             1799.0                           51.0                             51.0                             64.0                             51.0                             
19.0                             1899.0                           54.0                             59.0                             72.0                             54.0                             
20.0                             1999                             61.0                             68.0                             82.0                             62.01                            
21.0                             2099.0                           70.0                             76.0                             94.0                             71.0                             
22.0                             2199.0                           78.0                             84.0                             105.01                           80.0                             
23.0                             2299.0                           87.0                             93.0                             118.0                            88.0                             
24.0                             2399.0                           95.0                             103.0                            134.0                            99.0                             
25.0                             2499.0                           106.0                            115.0                            153.0                            111.0                            
26.0                             2599.0                           117.0                            125.01                           173.0                            125.0                            
27.0                             2699.0                           128.0                            138.0                            195.0                            139                              
28.0                             2799.0                           140.0                            151.0                            229.0                            153                              
29.0                             2899.0                           156.01                           169.02                           274.0                            169                              
30.0                             2999.0                           175.0                            192.0                            320.02                           186                              
