             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       30           7            30           30           30           
sj-12        10           1            1            1            10           
imc1         2            2            2            2            2            
imc2         4            2            3            2            3            
mawi-15      5            1            4            2            5            
