             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       142          60           148          184          143          
sj-12        45           0            0            0            46           
imc1         14           18           14           15           14           
imc2         38           18           25           18           23           
mawi-15      34           0            31           18           34           
