             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       175          282          192          320          186          
sj-12        189          0            0            0            145          
imc1         0            0            0            0            0            
imc2         12           0            117          82           1            
mawi-15      12           60           14           25           12           
