             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       30           8            30           30           30           
sj-12        9            1            1            1            8            
imc1         1            1            1            1            1            
imc2         3            1            3            2            2            
mawi-15      2            2            2            2            2            
