             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       30           9            30           30           30           
sj-12        30           1            2            2            30           
imc1         18           2            13           5            19           
imc2         7            2            4            2            7            
mawi-15      29           1            16           3            18           
