             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       9            10           9            10           9            
sj-12        90           1            10           10           86           
imc1         37           10           20           11           37           
imc2         20           10           11           10           20           
mawi-15      45           1            32           12           34           
