             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       116          87           122          180          118          
sj-12        277          0            20           20           284          
imc1         174          18           122          49           185          
imc2         68           18           39           18           68           
mawi-15      282          0            151          29           172          
