             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       30           10           30           30           30           
sj-12        30           2            3            3            30           
imc1         21           4            19           9            21           
imc2         16           2            5            2            17           
mawi-15      30           5            30           10           30           
