# caida-sj12-opp
# Q-W=16-16
# 99^{th}\% max queue occupancy (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              119.0                            3.0                              42.0                             39.0                             3.0                              
3.0                              2510.0                           7.0                              312.0                            306.0                            7.0                              
4.0                              ?                                12.0                             2061.0                           1828.0                           11.01                            
5.0                              ?                                16.0                             ?                                ?                                16.0                             
6.0                              ?                                21.0                             ?                                ?                                20.01                            
7.0                              ?                                25.0                             ?                                ?                                25.0                             
8.0                              ?                                29.0                             ?                                ?                                29.0                             
9.0                              ?                                32.0                             ?                                ?                                32.0                             
10.0                             ?                                35.0                             ?                                ?                                35.0                             
11.0                             ?                                38.0                             ?                                ?                                37.0                             
12.0                             ?                                40.0                             ?                                ?                                43.0                             
13.0                             ?                                44.0                             ?                                ?                                51.0                             
14.0                             ?                                48.0                             ?                                ?                                59.0                             
15.0                             ?                                52.0                             ?                                ?                                64.0                             
16.0                             ?                                55.0                             ?                                ?                                68.0                             
17.0                             ?                                59.0                             ?                                ?                                72.0                             
18.0                             ?                                63.0                             ?                                ?                                77.0                             
19.0                             ?                                67.0                             ?                                ?                                81.0                             
20.0                             ?                                71.0                             ?                                ?                                86.0                             
21.0                             ?                                75.0                             ?                                ?                                91.0                             
22.0                             ?                                79.0                             ?                                ?                                96.0                             
23.0                             ?                                82.0                             ?                                ?                                100.0                            
24.0                             ?                                86.0                             ?                                ?                                103.0                            
25.0                             ?                                89.0                             ?                                ?                                115.0                            
26.0                             ?                                91.0                             ?                                ?                                124.0                            
27.0                             ?                                96.0                             ?                                ?                                132.0                            
28.0                             ?                                100.0                            ?                                ?                                138.0                            
29.0                             ?                                104.0                            ?                                ?                                144.0                            
30.0                             ?                                110.0                            ?                                ?                                152.0                            
