# caida-sj12-opp
# Q-W=4-16
# 99^{th}\% max queue occupancy (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              119.0                            3.0                              43.0                             42.0                             3.0                              
3.0                              2510.0                           7.0                              321.0                            319.0                            7.0                              
4.0                              ?                                13.0                             1956.0                           1730.0                           12.0                             
5.0                              ?                                18.0                             ?                                ?                                17.0                             
6.0                              ?                                23.0                             ?                                ?                                22.0                             
7.0                              ?                                28.0                             ?                                ?                                27.0                             
8.0                              ?                                32.0                             ?                                ?                                31.0                             
9.0                              ?                                38.0                             ?                                ?                                37.0                             
10.0                             ?                                49.0                             ?                                ?                                62.0                             
11.0                             ?                                65.0                             ?                                ?                                70.0                             
12.0                             ?                                76.0                             ?                                ?                                93.0                             
13.0                             ?                                86.01                            ?                                ?                                128.0                            
14.0                             ?                                100.0                            ?                                ?                                177.0                            
15.0                             ?                                121.0                            ?                                ?                                235.0                            
16.0                             ?                                143.01                           ?                                ?                                291.0                            
17.0                             ?                                179.0                            ?                                ?                                357.0                            
18.0                             ?                                223.0                            ?                                ?                                428.0                            
19.0                             ?                                263.0                            ?                                ?                                507.0                            
20.0                             ?                                296.0                            ?                                ?                                599.0                            
21.0                             ?                                332.0                            ?                                ?                                958.0                            
22.0                             ?                                404.0                            ?                                ?                                1312.0                           
23.0                             ?                                477.0                            ?                                ?                                ?                                
24.0                             ?                                635.01                           ?                                ?                                ?                                
25.0                             ?                                907.0                            ?                                ?                                ?                                
26.0                             ?                                ?                                ?                                ?                                ?                                
27.0                             ?                                ?                                ?                                ?                                ?                                
28.0                             ?                                ?                                ?                                ?                                ?                                
29.0                             ?                                ?                                ?                                ?                                ?                                
30.0                             ?                                ?                                ?                                ?                                ?                                
