# caida-sj12-opp
# Q-W=4-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              119.0                            3.0                              44.0                             42.0                             3.0                              
3.0                              2510.0                           8.0                              322.0                            320.0                            8.0                              
4.0                              ?                                13.0                             1957.0                           1731.0                           12.0                             
5.0                              ?                                18.0                             ?                                ?                                17.0                             
6.0                              ?                                24.0                             ?                                ?                                23.0                             
7.0                              ?                                28.0                             ?                                ?                                27.0                             
8.0                              ?                                33.0                             ?                                ?                                34.0                             
9.0                              ?                                43.0                             ?                                ?                                47.01                            
10.0                             ?                                56.0                             ?                                ?                                65.0                             
11.0                             ?                                73.0                             ?                                ?                                79.0                             
12.0                             ?                                82.0                             ?                                ?                                94.0                             
13.0                             ?                                91.0                             ?                                ?                                131.0                            
14.0                             ?                                103.0                            ?                                ?                                188.0                            
15.0                             ?                                132.0                            ?                                ?                                247.0                            
16.0                             ?                                172.0                            ?                                ?                                301.0                            
17.0                             ?                                218.0                            ?                                ?                                376.0                            
18.0                             ?                                266.0                            ?                                ?                                466.0                            
19.0                             ?                                305.0                            ?                                ?                                545.0                            
20.0                             ?                                372.0                            ?                                ?                                668.01                           
21.0                             ?                                524.0                            ?                                ?                                1075.0                           
22.0                             ?                                772.0                            ?                                ?                                1648.0                           
23.0                             ?                                1065.0                           ?                                ?                                ?                                
24.0                             ?                                1497.0                           ?                                ?                                ?                                
25.0                             ?                                2571.01                          ?                                ?                                ?                                
26.0                             ?                                ?                                ?                                ?                                ?                                
27.0                             ?                                ?                                ?                                ?                                ?                                
28.0                             ?                                ?                                ?                                ?                                ?                                
29.0                             ?                                ?                                ?                                ?                                ?                                
30.0                             ?                                ?                                ?                                ?                                ?                                
