# caida-sj12-opp
# Q-W=1-16
# Throughput (min)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              0.99921                          0.99992                          0.99955                          0.99955                          
3.0                              0.99235                          0.99984                          0.99767                          0.99788                          
4.0                              0.75776                          0.99976                          0.9922                           0.99267                          
5.0                              0.60621                          0.99959                          0.80828                          0.81421                          
6.0                              0.50518                          0.99929                          0.67416                          0.67885                          
7.0                              0.43301                          0.99898                          0.57651                          0.58105                          
8.0                              0.37888                          0.99872                          0.50418                          0.5076                           
9.0                              0.33679                          0.99783                          0.4482                           0.4515                           
10.0                             0.30311                          0.99692                          0.40309                          0.40566                          
11.0                             0.27555                          0.99558                          0.36655                          0.36933                          
12.0                             0.25259                          0.97194                          0.33481                          0.33737                          
13.0                             0.23316                          0.90704                          0.30905                          0.31183                          
14.0                             0.21651                          0.85047                          0.28809                          0.29071                          
15.0                             0.20207                          0.79964                          0.26888                          0.27178                          
16.0                             0.18944                          0.75431                          0.25222                          0.25477                          
17.0                             0.1783                           0.71464                          0.23832                          0.24044                          
18.0                             0.1684                           0.67775                          0.22559                          0.22776                          
19.0                             0.15953                          0.6483                           0.21298                          0.21517                          
20.0                             0.15156                          0.61948                          0.20193                          0.2041                           
21.0                             0.14434                          0.59134                          0.19208                          0.19386                          
22.0                             0.13778                          0.56683                          0.18264                          0.18479                          
23.0                             0.13179                          0.54545                          0.17469                          0.17681                          
24.0                             0.1263                           0.52448                          0.16652                          0.16863                          
25.0                             0.12125                          0.50559                          0.15966                          0.16144                          
26.0                             0.11658                          0.48723                          0.15391                          0.15536                          
27.0                             0.11227                          0.46398                          0.14775                          0.1492                           
28.0                             0.10826                          0.41844                          0.14265                          0.14366                          
29.0                             0.10452                          0.37473                          0.13798                          0.13891                          
30.0                             0.10104                          0.3348                           0.13356                          0.13436                          
