# caida-sj12-opp
# Q-W=8-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              236.96                           4.0                              79.0                             78.0                             4.0                              
3.0                              7528.12                          17.0                             756.0                            748.0                            16.0                             
4.0                              ?                                34.0                             8212.0                           7469.68                          33.0                             
5.0                              ?                                55.0                             ?                                ?                                55.0                             
6.0                              ?                                80.0                             ?                                ?                                80.0                             
7.0                              ?                                106.0                            ?                                ?                                106.0                            
8.0                              ?                                133.0                            ?                                ?                                132.0                            
9.0                              ?                                159.0                            ?                                ?                                158.02                           
10.0                             ?                                190.05                           ?                                ?                                187.0                            
11.0                             ?                                228.05                           ?                                ?                                223.01                           
12.0                             ?                                270.0                            ?                                ?                                277.0                            
13.0                             ?                                313.07                           ?                                ?                                326.0                            
14.0                             ?                                361.08                           ?                                ?                                370.0                            
15.0                             ?                                409.08                           ?                                ?                                418.0                            
16.0                             ?                                461.0                            ?                                ?                                465.0                            
17.0                             ?                                511.0                            ?                                ?                                531.01                           
18.0                             ?                                563.09                           ?                                ?                                617.01                           
19.0                             ?                                628.0                            ?                                ?                                679.01                           
20.0                             ?                                702.09                           ?                                ?                                781.0                            
21.0                             ?                                778.0                            ?                                ?                                926.97                           
22.0                             ?                                856.33                           ?                                ?                                1200.94                          
23.0                             ?                                1010.93                          ?                                ?                                1479.82                          
24.0                             ?                                1190.72                          ?                                ?                                1903.24                          
25.0                             ?                                1611.0                           ?                                ?                                2432.4                           
26.0                             ?                                1903.67                          ?                                ?                                3033.74                          
27.0                             ?                                2297.88                          ?                                ?                                5388.85                          
28.0                             ?                                2917.12                          ?                                ?                                9088                             
29.0                             ?                                3618.99                          ?                                ?                                12386.0                          
30.0                             ?                                4511.5                           ?                                ?                                15712.0                          
