# imc1-opp-dim
# quelen-Q-W=10-16-16
# Fract. packets dropped (99^{th}%)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              0.00816                          0.006196                         0.006304                         0.006648                         0.00621                          
3.0                              0.033558                         0.010298                         0.0105                           0.011474                         0.010238                         
4.0                              0.093424                         0.01265                          0.013094                         0.016136                         0.012594                         
5.0                              0.152548                         0.014582                         0.01519                          0.028118                         0.014548                         
6.0                              0.209826                         0.016056                         0.016796                         0.04546                          0.016046                         
7.0                              0.261366                         0.017364                         0.018146                         0.063024                         0.017288                         
8.0                              0.308452                         0.018444                         0.01948                          0.080146                         0.01846                          
9.0                              0.353008                         0.019394                         0.020666                         0.097102                         0.019492                         
10.0                             0.394864                         0.020218                         0.022568                         0.113164                         0.020448                         
11.0                             0.434052                         0.021028                         0.024614                         0.129074                         0.0214                           
12.0                             0.47209                          0.021726                         0.026974                         0.144876                         0.022212                         
13.0                             0.508636                         0.0223                           0.029236                         0.16062                          0.023012                         
14.0                             0.54222                          0.022954                         0.031824                         0.176446                         0.02383                          
15.0                             0.572332                         0.023596                         0.034566                         0.19301                          0.024682                         
16.0                             0.59887                          0.024272                         0.037268                         0.209424                         0.025552                         
17.0                             0.622364                         0.025348                         0.040176                         0.22567                          0.026524                         
18.0                             0.643332                         0.027004                         0.043258                         0.241968                         0.027516                         
19.0                             0.662102                         0.029588                         0.046656                         0.258914                         0.029282                         
20.0                             0.678992                         0.033262                         0.052742                         0.275784                         0.033232                         
21.0                             0.694272                         0.040646                         0.059842                         0.292132                         0.039824                         
22.0                             0.708166                         0.056802                         0.06813                          0.307832                         0.058986                         
23.0                             0.72085                          0.074748                         0.079406                         0.322806                         0.077338                         
24.0                             0.732472                         0.092864                         0.098122                         0.337186                         0.096054                         
25.0                             0.743174                         0.110036                         0.115594                         0.350828                         0.11349                          
26.0                             0.753044                         0.126042                         0.131888                         0.363934                         0.129764                         
27.0                             0.762188                         0.141102                         0.147278                         0.376416                         0.144966                         
28.0                             0.770678                         0.155216                         0.161914                         0.38846                          0.159154                         
29.0                             0.778584                         0.168532                         0.175734                         0.399896                         0.172534                         
30.0                             0.785958                         0.181212                         0.188972                         0.410938                         0.185276                         
