# mawi15-opp
# Q-W=16-16
# Throughput (min)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              0.99993                          0.99996                          0.99997                          0.99996                          0.99996                          
3.0                              0.99982                          0.99995                          0.99996                          0.99994                          0.99995                          
4.0                              0.99963                          0.99994                          0.99995                          0.99992                          0.99994                          
5.0                              0.99894                          0.99993                          0.99994                          0.99991                          0.99993                          
6.0                              0.87236                          0.99993                          0.99993                          0.99986                          0.99993                          
7.0                              0.74774                          0.99992                          0.99991                          0.99972                          0.99992                          
8.0                              0.65428                          0.99991                          0.9999                           0.99956                          0.99991                          
9.0                              0.58159                          0.99991                          0.99989                          0.99941                          0.99991                          
10.0                             0.52344                          0.9999                           0.99969                          0.99505                          0.99991                          
11.0                             0.47586                          0.99973                          0.99951                          0.94786                          0.99988                          
12.0                             0.43621                          0.99955                          0.99932                          0.90847                          0.99968                          
13.0                             0.40266                          0.99937                          0.99915                          0.87498                          0.9995                           
14.0                             0.3739                           0.99921                          0.99901                          0.84631                          0.99936                          
15.0                             0.34898                          0.99908                          0.99888                          0.82142                          0.99923                          
16.0                             0.32717                          0.99897                          0.99875                          0.80001                          0.99913                          
17.0                             0.30793                          0.99888                          0.99866                          0.78048                          0.99904                          
18.0                             0.29082                          0.99878                          0.99857                          0.76339                          0.99894                          
19.0                             0.27552                          0.9987                           0.99849                          0.74682                          0.99887                          
20.0                             0.26174                          0.99863                          0.99841                          0.72839                          0.99879                          
21.0                             0.24928                          0.99856                          0.99833                          0.70834                          0.99872                          
22.0                             0.23795                          0.9985                           0.99826                          0.68775                          0.99868                          
23.0                             0.2276                           0.99844                          0.9982                           0.66874                          0.99863                          
24.0                             0.21812                          0.99838                          0.99814                          0.65039                          0.9986                           
25.0                             0.2094                           0.9983                           0.99808                          0.63327                          0.99856                          
26.0                             0.20134                          0.99825                          0.99802                          0.61751                          0.9985                           
27.0                             0.19389                          0.99819                          0.99798                          0.60272                          0.99846                          
28.0                             0.18696                          0.99813                          0.99793                          0.58887                          0.99841                          
29.0                             0.18051                          0.99808                          0.99792                          0.57598                          0.99837                          
30.0                             0.1745                           0.99803                          0.99791                          0.56397                          0.99831                          
