# mawi15-opp
# Q-W=16-16
# 99^{th}\% max queue occupancy (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              31.0                             8.0                              9.0                              14.0                             7.0                              
3.0                              76.0                             12.0                             14.0                             25.0                             11.0                             
4.0                              208.0                            16.0                             19.0                             37.01                            16.0                             
5.0                              3026.0                           19.0                             25.0                             58.0                             20.0                             
6.0                              13064.0                          25.0                             34.0                             93.0                             27.01                            
7.0                              25046.0                          34.0                             39.0                             135.0                            33.0                             
8.0                              34303.0                          43.0                             45.0                             303.0                            42.0                             
9.0                              ?                                53.01                            56.0                             1349.0                           56.01                            
10.0                             ?                                65.0                             67.01                            3811.0                           67.01                            
11.0                             ?                                74.01                            79.01                            5975.0                           77.0                             
12.0                             ?                                84.0                             91.0                             9134.0                           85.0                             
13.0                             ?                                92.0                             102.0                            12658.0                          93.0                             
14.0                             ?                                100.0                            112.0                            15761.01                         101.0                            
15.0                             ?                                108.0                            121.0                            18487.0                          111.0                            
16.0                             ?                                118.0                            133.0                            20841.0                          125.0                            
17.0                             ?                                128.0                            140.0                            21780.0                          129.0                            
18.0                             ?                                133.0                            147.0                            23472.0                          136.0                            
19.0                             ?                                142.0                            157.0                            24982.0                          146.0                            
20.0                             ?                                152.0                            195.0                            26341.0                          151.0                            
21.0                             ?                                157.0                            252.0                            27571.01                         158.0                            
22.0                             ?                                168.0                            306.0                            28691.0                          163.0                            
23.0                             ?                                181.0                            355.0                            29713.0                          172.0                            
24.0                             ?                                194.0                            400.0                            30646.0                          179.0                            
25.0                             ?                                207.0                            444.0                            31510.0                          192.0                            
26.0                             ?                                218.0                            484.0                            ?                                203.0                            
27.0                             ?                                226.0                            522.0                            ?                                215.0                            
28.0                             ?                                233.0                            560.0                            ?                                262.0                            
29.0                             ?                                240.0                            616.0                            ?                                308.0                            
30.0                             ?                                249.0                            683.0                            ?                                356.0                            
