# mawi15-opp
# Q-W=1-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              31.0                             12.0                             13.0                             21.0                             13.0                             
3.0                              76.0                             25.0                             27.0                             42.0                             27.0                             
4.0                              208.0                            38.0                             39.0                             73.0                             41.0                             
5.0                              3026.0                           55.0                             58.0                             145.0                            60.0                             
6.0                              13064.0                          81.0                             92.0                             258.0                            97.0                             
7.0                              25046.0                          135.0                            162.0                            931.0                            163.0                            
8.0                              34303.0                          202.0                            238.0                            6383.0                           237.0                            
9.0                              ?                                268.01                           313.0                            14508.0                          322.01                           
10.0                             ?                                355.0                            1814.0                           21995.0                          982.0                            
11.0                             ?                                1403.0                           5718.0                           28829.0                          4775.0                           
12.0                             ?                                5017.0                           11020.0                          34701.0                          9050.0                           
13.0                             ?                                8397.0                           18020.0                          39564.0                          16060.0                          
14.0                             ?                                14779.0                          22516.0                          ?                                20666.0                          
15.0                             ?                                ?                                ?                                ?                                ?                                
16.0                             ?                                ?                                ?                                ?                                ?                                
17.0                             ?                                ?                                ?                                ?                                ?                                
18.0                             ?                                ?                                ?                                ?                                ?                                
19.0                             ?                                ?                                ?                                ?                                ?                                
20.0                             ?                                ?                                ?                                ?                                ?                                
21.0                             ?                                ?                                ?                                ?                                ?                                
22.0                             ?                                ?                                ?                                ?                                ?                                
23.0                             ?                                ?                                ?                                ?                                ?                                
24.0                             ?                                ?                                ?                                ?                                ?                                
25.0                             ?                                ?                                ?                                ?                                ?                                
26.0                             ?                                ?                                ?                                ?                                ?                                
27.0                             ?                                ?                                ?                                ?                                ?                                
28.0                             ?                                ?                                ?                                ?                                ?                                
29.0                             ?                                ?                                ?                                ?                                ?                                
30.0                             ?                                ?                                ?                                ?                                ?                                
