# mawi15-opp
# Q-W=4-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              31.0                             8.0                              10.0                             15.0                             8.0                              
3.0                              76.0                             13.0                             15.0                             27.0                             13.0                             
4.0                              208.0                            18.0                             23.0                             43.0                             18.0                             
5.0                              3026.0                           24.0                             31.0                             66.0                             25.0                             
6.0                              13064.0                          32.0                             39.0                             105.0                            34.0                             
7.0                              25046.0                          43.0                             49.0                             159.0                            53.0                             
8.0                              34303.0                          58.0                             61.0                             405.0                            68.0                             
9.0                              ?                                71.01                            77.0                             2142.0                           83.01                            
10.0                             ?                                81.0                             90.0                             4837.0                           96.01                            
11.0                             ?                                91.0                             104.0                            7216.0                           121.0                            
12.0                             ?                                100.0                            118.0                            11172.0                          139.0                            
13.0                             ?                                113.0                            139.0                            15105.0                          152.0                            
14.0                             ?                                131.0                            177.0                            18500.0                          158.0                            
15.0                             ?                                140.0                            233.0                            20347.0                          175.0                            
16.0                             ?                                165.0                            295.0                            22798.0                          193.0                            
17.0                             ?                                187.0                            352.0                            24928.0                          212.01                           
18.0                             ?                                209.0                            426.0                            26808.0                          239.01                           
19.0                             ?                                226.0                            540.0                            28941.0                          262.0                            
20.0                             ?                                246.0                            836.0                            31247.0                          282.0                            
21.0                             ?                                261.0                            1301.0                           33815.0                          318.0                            
22.0                             ?                                279.0                            2085.0                           36241.01                         487.0                            
23.0                             ?                                300.0                            ?                                38415.0                          1005.0                           
24.0                             ?                                425.0                            ?                                ?                                2098.0                           
25.0                             ?                                591.0                            ?                                ?                                3220.0                           
26.0                             ?                                857.0                            ?                                ?                                4363.0                           
27.0                             ?                                1251.0                           ?                                ?                                5771.0                           
28.0                             ?                                1768.0                           ?                                ?                                7674.01                          
29.0                             ?                                2536.0                           ?                                ?                                9375.0                           
30.0                             ?                                3590.0                           ?                                ?                                10944.0                          
