# mawi15-opp
# Q-W=4-16
# 99^{th}\% max queue occupancy (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              31.0                             8.0                              9.0                              14.0                             8.0                              
3.0                              76.0                             13.0                             15.0                             27.0                             13.0                             
4.0                              208.0                            17.0                             22.0                             41.0                             17.0                             
5.0                              3026.0                           23.0                             31.0                             63.0                             24.0                             
6.0                              13064.0                          30.0                             38.0                             102.0                            33.01                            
7.0                              25046.0                          42.0                             48.0                             151.0                            52.0                             
8.0                              34303.0                          56.0                             59.0                             403.0                            68.0                             
9.0                              ?                                70.0                             76.0                             2140.0                           83.01                            
10.0                             ?                                80.01                            89.0                             4835.0                           96.01                            
11.0                             ?                                90.0                             102.0                            7214.0                           117.0                            
12.0                             ?                                99.0                             115.0                            11167.0                          136.0                            
13.0                             ?                                110.0                            138.0                            15101.0                          148.01                           
14.0                             ?                                126.0                            174.0                            18495.0                          155.0                            
15.0                             ?                                136.0                            231.0                            20346.0                          169.01                           
16.0                             ?                                163.0                            294.0                            22794.0                          190.0                            
17.0                             ?                                186.0                            350.0                            24903.0                          207.01                           
18.0                             ?                                207.0                            424.0                            26734.0                          235.01                           
19.0                             ?                                225.0                            539.0                            28378.0                          257.0                            
20.0                             ?                                244.0                            834.0                            29840.0                          276.01                           
21.0                             ?                                259.0                            1297.0                           31165.0                          290.0                            
22.0                             ?                                276.01                           2082.0                           32377.0                          453.0                            
23.0                             ?                                294.0                            ?                                33473.0                          973.0                            
24.0                             ?                                307.0                            ?                                ?                                2060.0                           
25.0                             ?                                425.0                            ?                                ?                                3183.0                           
26.0                             ?                                671.0                            ?                                ?                                4327.0                           
27.0                             ?                                992.0                            ?                                ?                                5760.0                           
28.0                             ?                                1558.0                           ?                                ?                                7661.0                           
29.0                             ?                                2177.0                           ?                                ?                                9357.0                           
30.0                             ?                                2979.0                           ?                                ?                                10933.0                          
