# mawi15-opp
# Q-W=1-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              60.08                            18.0                             20.0                             35.0                             18.0                             
3.0                              226.0                            46.0                             51.08                            100.0                            48.0                             
4.0                              830.0                            90.0                             110.0                            218.0                            93.0                             
5.0                              15127.0                          198.0                            210.0                            506.0                            203.22                           
6.0                              78357.0                          367.98                           388.08                           1122.0                           373.0                            
7.0                              137092.0                         583.1                            619.0                            4478.63                          577.14                           
8.0                              191493.0                         830.71                           949.35                           34905.0                          961.0                            
9.0                              ?                                1138.1                           1458.0                           87306                            1562.0                           
10.0                             ?                                1718.0                           9541.0                           119420.0                         4893.0                           
11.0                             ?                                6949.35                          32020.0                          157707.0                         26109.91                         
12.0                             ?                                26648.18                         64548.0                          193886.0                         52704.0                          
13.0                             ?                                48505.0                          115222.0                         221951.0                         102281.92                        
14.0                             ?                                93477.0                          122514.0                         ?                                112422.0                         
15.0                             ?                                ?                                ?                                ?                                ?                                
16.0                             ?                                ?                                ?                                ?                                ?                                
17.0                             ?                                ?                                ?                                ?                                ?                                
18.0                             ?                                ?                                ?                                ?                                ?                                
19.0                             ?                                ?                                ?                                ?                                ?                                
20.0                             ?                                ?                                ?                                ?                                ?                                
21.0                             ?                                ?                                ?                                ?                                ?                                
22.0                             ?                                ?                                ?                                ?                                ?                                
23.0                             ?                                ?                                ?                                ?                                ?                                
24.0                             ?                                ?                                ?                                ?                                ?                                
25.0                             ?                                ?                                ?                                ?                                ?                                
26.0                             ?                                ?                                ?                                ?                                ?                                
27.0                             ?                                ?                                ?                                ?                                ?                                
28.0                             ?                                ?                                ?                                ?                                ?                                
29.0                             ?                                ?                                ?                                ?                                ?                                
30.0                             ?                                ?                                ?                                ?                                ?                                
