# mawi15-opp
# Q-W=8-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              31.0                             8.0                              9.0                              14.0                             8.0                              
3.0                              76.0                             13.0                             14.0                             26.0                             13.0                             
4.0                              208.0                            17.0                             22.0                             40.0                             17.0                             
5.0                              3026.0                           21.0                             28.0                             60.0                             22.0                             
6.0                              13064.0                          29.0                             37.0                             97.0                             29.01                            
7.0                              25046.0                          38.0                             44.0                             144.0                            36.01                            
8.0                              34303.0                          46.0                             52.0                             314.0                            48.0                             
9.0                              ?                                58.0                             61.0                             1484.0                           63.0                             
10.0                             ?                                70.0                             72.01                            3994.0                           76.0                             
11.0                             ?                                81.0                             85.0                             6184.0                           86.01                            
12.0                             ?                                92.0                             96.0                             9417.0                           95.01                            
13.0                             ?                                102.0                            106.0                            13044.01                         111.0                            
14.0                             ?                                111.01                           118.0                            16195.0                          120.0                            
15.0                             ?                                120.0                            134.0                            18945.0                          127.0                            
16.0                             ?                                133.0                            141.0                            20297.0                          139.0                            
17.0                             ?                                140.01                           149.0                            22265.01                         147.0                            
18.0                             ?                                147.0                            162.0                            23989.0                          161.0                            
19.0                             ?                                157.0                            195.0                            25683.0                          171.0                            
20.0                             ?                                164.0                            267.0                            27555.0                          182.0                            
21.0                             ?                                176.0                            333.0                            29598.0                          199.0                            
22.0                             ?                                189.0                            398.0                            31664.0                          211.01                           
23.0                             ?                                203.0                            461.0                            33557.0                          219.0                            
24.0                             ?                                217.0                            533.0                            35408.0                          254.0                            
25.0                             ?                                227.0                            598.0                            ?                                306.0                            
26.0                             ?                                236.0                            656.0                            ?                                380.0                            
27.0                             ?                                242.0                            716.0                            ?                                481.0                            
28.0                             ?                                250.0                            777.0                            ?                                645.0                            
29.0                             ?                                260.0                            837.0                            ?                                875.0                            
30.0                             ?                                269.0                            948.0                            ?                                1263.0                           
