             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       30           10           30           30           30           
sj-12        30           2            3            3            30           
imc1         21           4            21           8            21           
imc2         14           2            4            2            15           
mawi-15      30           4            30           9            30           
