             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       122          995          126          221          120          
sj-12        940          171          296          293          1020         
imc1         2099         398          2100         799          2101         
imc2         1394         82           403          82           1496         
mawi-15      1349         379          2987         892          2958         
