             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       12           100          11           24           11           
sj-12        124          90           100          100          164          
imc1         252          100          239          104          207          
imc2         224          42           100          42           230          
mawi-15      108          100          258          114          269          
