             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       122          842          126          221          120          
sj-12        940          171          296          293          1020         
imc1         192          230          212          230          190          
imc2         652          82           403          82           572          
mawi-15      1349         379          2451         759          2834         
