             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       35           18           30           44           41           
sj-12        4            0            0            0            4            
imc1         0            0            0            0            0            
imc2         12           0            2            0            1            
mawi-15      0            0            0            0            0            
