             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       30           9            30           30           30           
sj-12        30           2            3            3            29           
imc1         4            3            4            4            4            
imc2         7            2            4            2            5            
mawi-15      30           4            23           8            26           
