# caida-sj12-opp-dim
# quelen-Q-W=100-8-16
# Throughput (min)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              0.99807                          0.99996                          0.99958                          0.99959                          0.99996                          
3.0                              0.93163                          0.99994                          0.99175                          0.99276                          0.99995                          
4.0                              0.75585                          0.99992                          0.94373                          0.94777                          0.99992                          
5.0                              0.60621                          0.9999                           0.85477                          0.8632                           0.99991                          
6.0                              0.50518                          0.99989                          0.76541                          0.77675                          0.9999                           
7.0                              0.43301                          0.99989                          0.69308                          0.70596                          0.99989                          
8.0                              0.37888                          0.99988                          0.64006                          0.65386                          0.99989                          
9.0                              0.33679                          0.99987                          0.59602                          0.61011                          0.99989                          
10.0                             0.30311                          0.99983                          0.56205                          0.57657                          0.99978                          
11.0                             0.27555                          0.99972                          0.53432                          0.54911                          0.99966                          
12.0                             0.25259                          0.99964                          0.51106                          0.52613                          0.99959                          
13.0                             0.23316                          0.99958                          0.49121                          0.50664                          0.99953                          
14.0                             0.21651                          0.99953                          0.47419                          0.4899                           0.99948                          
15.0                             0.20207                          0.99949                          0.45944                          0.47524                          0.99944                          
16.0                             0.18944                          0.99946                          0.44688                          0.46289                          0.99941                          
17.0                             0.1783                           0.99942                          0.43521                          0.45136                          0.9993                           
18.0                             0.1684                           0.99939                          0.42507                          0.44138                          0.99912                          
19.0                             0.15953                          0.99932                          0.41605                          0.43238                          0.99893                          
20.0                             0.15156                          0.99926                          0.40753                          0.424                            0.99873                          
21.0                             0.14434                          0.99911                          0.40031                          0.41655                          0.99855                          
22.0                             0.13778                          0.99896                          0.39321                          0.40993                          0.99841                          
23.0                             0.13179                          0.99882                          0.38719                          0.40367                          0.99823                          
24.0                             0.1263                           0.99871                          0.38116                          0.39821                          0.99803                          
25.0                             0.12125                          0.99855                          0.37579                          0.39273                          0.99787                          
26.0                             0.11658                          0.99836                          0.37074                          0.38786                          0.99773                          
27.0                             0.11227                          0.99794                          0.36651                          0.38328                          0.99665                          
28.0                             0.10826                          0.99756                          0.36205                          0.37926                          0.99517                          
29.0                             0.10452                          0.99714                          0.35818                          0.3754                           0.99284                          
30.0                             0.10104                          0.99649                          0.35474                          0.37157                          0.98862                          
