# caida-sj12-opp-dim
# quelen-Q-W=100-8-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              171.0                            4.0                              79.0                             78.0                             
3.0                              299.0                            17.0                             290.26                           292.0                            
4.0                              399.0                            34.0                             397.0                            401.0                            
5.0                              499.0                            55.0                             500.0                            503.0                            
6.0                              599.0                            80.0                             601.0                            604.0                            
7.0                              699.0                            106.0                            701.0                            704.0                            
8.0                              799.0                            133.0                            798.0                            799.0                            
9.0                              899.0                            159.0                            900.0                            904.0                            
10.0                             999.0                            190.05                           999.0                            1004.0                           
11.0                             1099.0                           228.05                           1100.0                           1103.0                           
12.0                             1199.0                           270.0                            1198.0                           1202.0                           
13.0                             1299.0                           313.07                           1296.64                          1303.0                           
14.0                             1399.0                           360.0                            1398.0                           1402.0                           
15.0                             1499.0                           405.0                            1494.0                           1502.0                           
16.0                             1599.0                           443.0                            1588.0                           1599.0                           
17.0                             1699.0                           482.0                            1692                             1702.0                           
18.0                             1799.0                           529.0                            1789.0                           1801.0                           
19.0                             1899.0                           576.0                            1887.0                           1900.0                           
20.0                             1999.0                           628.0                            1985.0                           2000.0                           
21.0                             2099.0                           673.9                            2085.0                           2099.0                           
22.0                             2199.0                           731.0                            2182.0                           2199.0                           
23.0                             2299.0                           794.01                           2279.0                           2299.0                           
24.0                             2399.0                           861.0                            2377.0                           2397.0                           
25.0                             2499.0                           946.93                           2478.0                           2497.0                           
26.0                             2599.0                           1049.82                          2575.0                           2597.0                           
27.0                             2699.0                           1282.0                           2680.0                           2695.0                           
28.0                             2799.0                           1460.0                           2773.0                           2793.0                           
29.0                             2899.0                           1651.51                          2871.0                           2896.0                           
30.0                             2999.0                           1886.0                           2970.0                           2994.0                           
