# caida-sj12-opp-dim
# quelen-Q-W=100-16-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              90.0                             3.0                              43.0                             40.0                             
3.0                              100.0                            7.0                              100.0                            100.0                            
4.0                              100.0                            12.0                             101.0                            101.0                            
5.0                              100.0                            17.0                             101.0                            101.0                            
6.0                              100.0                            21.0                             103.0                            103.0                            
7.0                              100.0                            25.0                             107.0                            107.0                            
8.0                              100.0                            29.0                             110.0                            110.0                            
9.0                              100.0                            32.01                            112.0                            112.0                            
10.0                             100.0                            36.0                             115.0                            115.0                            
11.0                             100.0                            39.0                             117.0                            118.0                            
12.0                             100.0                            41.0                             120.0                            120.0                            
13.0                             100.0                            45.0                             122.0                            123.0                            
14.0                             100.0                            50.0                             128.0                            128.0                            
15.0                             100.0                            54.0                             133.0                            134.01                           
16.0                             100.0                            58.0                             138.0                            139.0                            
17.0                             100.0                            61.0                             142.0                            143.0                            
18.0                             100.0                            65.0                             147.0                            146.0                            
19.0                             100.0                            69.0                             150.0                            151.0                            
20.0                             100.0                            73.0                             154.0                            154.0                            
21.0                             100.0                            76.0                             156.0                            158.0                            
22.0                             100.0                            80.0                             159.0                            162.0                            
23.0                             100.0                            83.0                             160.0                            165.0                            
24.0                             100.0                            87.0                             163.0                            168.0                            
25.0                             100.0                            91.0                             164.0                            170.0                            
26.0                             100.0                            95.0                             167.0                            172.0                            
27.0                             100.0                            100.0                            168.0                            173.0                            
28.0                             100.0                            105.0                            170.0                            175.0                            
29.0                             100.0                            111.0                            172.0                            177.0                            
30.0                             100.0                            124.0                            173.0                            178.0                            
