# caida-sj12-opp-dim
# quelen-Q-W=100-16-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              171.0                            5                                79.0                             72.0                             5                                
3.0                              299.0                            16.0                             296.0                            293.0                            16.0                             
4.0                              399.0                            32.0                             405.0                            404.0                            32.0                             
5.0                              499.0                            53.0                             506.0                            505.0                            52.0                             
6.0                              599.0                            75.0                             608.0                            606.0                            76.0                             
7.0                              699.0                            100.0                            707.0                            706.0                            100.02                           
8.0                              799.0                            123.0                            807.0                            805.0                            122.02                           
9.0                              899.0                            147.0                            908.0                            907.0                            147.0                            
10.0                             999.0                            171.0                            1007.0                           1006.0                           171.0                            
11.0                             1099.0                           202.0                            1107.0                           1106.0                           203.0                            
12.0                             1199.0                           235.0                            1207.0                           1206.28                          250.0                            
13.0                             1299.0                           272.06                           1307.0                           1306.0                           296.0                            
14.0                             1399.0                           308.0                            1407.0                           1406.0                           329.0                            
15.0                             1499.0                           344.09                           1507.0                           1506.0                           357.0                            
16.0                             1599.0                           380.0                            1599.0                           1599.0                           385.39                           
17.0                             1699.0                           414.22                           1706.0                           1706.0                           418.56                           
18.0                             1799.0                           450.62                           1807.0                           1806.0                           453.72                           
19.0                             1899.0                           487.14                           1907.0                           1905.0                           483.68                           
20.0                             1999.0                           523.0                            2007.0                           2006.0                           512.0                            
21.0                             2099.0                           564.63                           2107.0                           2106.0                           542.7                            
22.0                             2199.0                           619.0                            2206.0                           2205.0                           581.0                            
23.0                             2299.0                           669.7                            2306.0                           2305.0                           619.02                           
24.0                             2399.0                           703.97                           2406.0                           2405.0                           663.0                            
25.0                             2499.0                           741.06                           2506.0                           2505.0                           712.0                            
26.0                             2599.0                           782.8                            2606.0                           2605.0                           762.02                           
27.0                             2699.0                           824.26                           2706.0                           2705.0                           811.0                            
28.0                             2799.0                           860.37                           2805.0                           2805.0                           855.02                           
29.0                             2899.0                           898.0                            2905.0                           2904.0                           935.4                            
30.0                             2999.0                           940.0                            3006.0                           3005.0                           1020.77                          
