# caida-sj12-opp-dim
# quelen-Q-W=100-4-16
# Fract. packets dropped (99^{th}%)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              0.001164                         0.0                              0.0                              0.0                              0.0                              
3.0                              0.036282                         0.0                              0.0050075                        0.005088                         0.0                              
4.0                              0.1958158                        0.0                              0.0292367                        0.025612                         0.0                              
5.0                              0.3499174                        0.0                              0.1070279                        0.1016753                        0.0                              
6.0                              0.458156                         0.0                              0.1989907                        0.1912148                        0.0                              
7.0                              0.5354644                        0.0                              0.2729125                        0.2643075                        0.0                              
8.0                              0.5955584                        0.0                              0.330367                         0.320178                         0.0                              
9.0                              0.651833                         0.0                              0.378504                         0.3689295                        1.9e-05                          
10.0                             0.6871182                        0.0                              0.4156158                        0.4053448                        7.95e-05                         
11.0                             0.7154712                        0.0                              0.4468298                        0.4364592                        0.000138                         
12.0                             0.7391022                        6.9e-05                          0.471859                         0.461406                         0.000189                         
13.0                             0.7590934                        0.000169                         0.4941518                        0.4838103                        0.0003535                        
14.0                             0.7762253                        0.000257                         0.5128006                        0.5018878                        0.0004385                        
15.0                             0.7910801                        0.000359                         0.529243                         0.5177                           0.000737                         
16.0                             0.8040761                        0.000499                         0.5429968                        0.531456                         0.0009445                        
17.0                             0.8155394                        0.0006655                        0.5558418                        0.5439684                        0.0011885                        
18.0                             0.8257361                        0.0009045                        0.5669238                        0.5548594                        0.0020165                        
19.0                             0.8348523                        0.0011695                        0.5773482                        0.5647032                        0.0033875                        
20.0                             0.8430541                        0.0014685                        0.5863658                        0.5743958                        0.0063055                        
21.0                             0.8504815                        0.0023175                        0.5956026                        0.5832082                        0.0115535                        
22.0                             0.8572306                        0.0044945                        0.603133                         0.5910084                        0.0154156                        
23.0                             0.8633975                        0.008808                         0.6100954                        0.5978234                        0.0245637                        
24.0                             0.8690461                        0.0155001                        0.616742                         0.604768                         0.0245966                        
25.0                             0.8742425                        0.0212752                        0.622826                         0.6109056                        0.0350116                        
26.0                             0.8790467                        0.0313469                        0.6286568                        0.616796                         0.0471729                        
27.0                             0.8834887                        0.0391584                        0.6341522                        0.6218225                        0.06152                          
28.0                             0.8876107                        0.0549981                        0.6387698                        0.6272976                        0.0772039                        
29.0                             0.8914544                        0.0744547                        0.6433082                        0.63239                          0.0955858                        
30.0                             0.8950381                        0.0983718                        0.64751                          0.6373009                        0.1139689                        
