# caida-sj12-opp-dim
# quelen-Q-W=100-4-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              90.0                             3.0                              44.0                             42.0                             3.0                              
3.0                              100.0                            8.0                              100.0                            100.0                            8.0                              
4.0                              100.0                            13.0                             101.0                            101.0                            12.0                             
5.0                              100.0                            18.0                             101.0                            101.0                            17.0                             
6.0                              100.0                            24.0                             104.0                            103.0                            23.0                             
7.0                              100.0                            28.0                             108.0                            108.0                            27.0                             
8.0                              100.0                            33.0                             112.0                            111.0                            34.0                             
9.0                              100.0                            43.0                             114.0                            114.0                            47.0                             
10.0                             100.0                            56.0                             118.0                            117.0                            58.0                             
11.0                             100.0                            70.0                             122.0                            121.0                            70.0                             
12.0                             100.0                            75.0                             125.0                            125.0                            76.0                             
13.0                             100.0                            84.0                             129.0                            129.0                            82.0                             
14.0                             100.0                            93.0                             138.0                            135.0                            95.0                             
15.0                             100.0                            101.0                            144.0                            143.0                            128.0                            
16.0                             100.0                            120.0                            148.0                            147.0                            162.0                            
17.0                             100.0                            161.0                            153.0                            152.0                            178.0                            
18.0                             100.0                            200.0                            156.0                            156.0                            196.0                            
19.0                             100.0                            262.0                            159.0                            160.0                            220.0                            
20.0                             100.0                            303.01                           163.0                            163.0                            252.0                            
21.0                             100.0                            335.0                            167.0                            167.0                            276.0                            
22.0                             100.0                            374.0                            171.0                            172.0                            303.0                            
23.0                             100.0                            390.0                            174.0                            174.0                            332.0                            
24.0                             100.0                            394.0                            178.0                            177.0                            359.0                            
25.0                             100.0                            397.0                            181.0                            180.0                            385.0                            
26.0                             100.0                            398.0                            183.0                            182.0                            393.0                            
27.0                             100.0                            398.0                            186.0                            184.0                            397.0                            
28.0                             100.0                            399.0                            190.0                            185.0                            398.0                            
29.0                             100.0                            399.0                            192.0                            187.0                            399.0                            
30.0                             100.0                            400.0                            193.0                            189.0                            399.0                            
