# caida-sj12-opp-dim
# quelen-Q-W=100-16-16
# 99^{th}\% max queue occupancy (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              90.0                             3.0                              42.0                             39.0                             3.0                              
3.0                              100.0                            7.0                              100.0                            100.0                            7.0                              
4.0                              100.0                            12.0                             100.0                            100.0                            11.01                            
5.0                              100.0                            16.0                             100.0                            100.0                            16.0                             
6.0                              100.0                            21.0                             100.0                            100.0                            20.01                            
7.0                              100.0                            25.0                             100.0                            100.0                            25.0                             
8.0                              100.0                            29.0                             100.0                            100.0                            29.0                             
9.0                              100.0                            32.0                             100.0                            100.0                            32.0                             
10.0                             100.0                            35.0                             100.0                            100.0                            35.0                             
11.0                             100.0                            38.0                             100.0                            100.0                            37.0                             
12.0                             100.0                            40.0                             100.0                            100.0                            43.0                             
13.0                             100.0                            44.0                             100.0                            100.0                            51.0                             
14.0                             100.0                            48.0                             100.0                            100.0                            57.0                             
15.0                             100.0                            52.0                             100.0                            100.0                            61.0                             
16.0                             100.0                            55.0                             100.0                            100.0                            64.0                             
17.0                             100.0                            58.0                             100.0                            100.0                            67.0                             
18.0                             100.0                            62.0                             100.0                            100.0                            69.0                             
19.0                             100.0                            67.0                             100.0                            100.0                            72.0                             
20.0                             100.0                            70.0                             100.0                            100.0                            74.0                             
21.0                             100.0                            73.0                             100.0                            100.0                            78.0                             
22.0                             100.0                            76.0                             100.0                            100.0                            80.0                             
23.0                             100.0                            79.0                             100.0                            100.0                            83.0                             
24.0                             100.0                            81.0                             100.0                            100.0                            85.0                             
25.0                             100.0                            83.01                            100.0                            100.0                            87.0                             
26.0                             100.0                            85.0                             100.0                            100.0                            89.0                             
27.0                             100.0                            88.0                             100.0                            100.0                            90.0                             
28.0                             100.0                            89.0                             100.0                            100.0                            91.0                             
29.0                             100.0                            90.0                             100.0                            100.0                            92.0                             
30.0                             100.0                            92.0                             100.0                            100.0                            93.0                             
