# imc1-opp
# Q-W=4-16
# 99^{th}\% max queue occupancy (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              111.0                            91.0                             88.0                             93.0                             89.0                             
3.0                              300.0                            249.0                            250.0                            255.0                            247.0                            
4.0                              666.0                            357.0                            370.0                            372.0                            355.01                           
5.0                              2494.0                           452.0                            475.0                            476.0                            446.0                            
6.0                              6851.0                           526.0                            548.0                            547.0                            515.0                            
7.0                              ?                                580.0                            600.0                            719.0                            569.0                            
8.0                              ?                                621.01                           640.01                           1295.0                           611.0                            
9.0                              ?                                652.01                           680.0                            1982.0                           645.0                            
10.0                             ?                                680.0                            714.0                            2586.0                           669.0                            
11.0                             ?                                705.0                            748.0                            3846.0                           692.0                            
12.0                             ?                                735.0                            778.0                            5070.0                           716.01                           
13.0                             ?                                760.01                           809.01                           6788.0                           740.0                            
14.0                             ?                                783.0                            836.0                            8278.0                           762.0                            
15.0                             ?                                799.0                            861.0                            9512.0                           780.01                           
16.0                             ?                                817.0                            884.0                            ?                                796.01                           
17.0                             ?                                832.0                            903.0                            ?                                810.0                            
18.0                             ?                                886.01                           923.0                            ?                                989.0                            
19.0                             ?                                1157.01                          941.0                            ?                                1266.0                           
20.0                             ?                                1530.0                           ?                                ?                                1519.0                           
21.0                             ?                                2665.0                           ?                                ?                                2796.0                           
22.0                             ?                                ?                                ?                                ?                                ?                                
23.0                             ?                                ?                                ?                                ?                                ?                                
24.0                             ?                                ?                                ?                                ?                                ?                                
25.0                             ?                                ?                                ?                                ?                                ?                                
26.0                             ?                                ?                                ?                                ?                                ?                                
27.0                             ?                                ?                                ?                                ?                                ?                                
28.0                             ?                                ?                                ?                                ?                                ?                                
29.0                             ?                                ?                                ?                                ?                                ?                                
30.0                             ?                                ?                                ?                                ?                                ?                                
