# imc1-opp
# Q-W=8-16
# Throughput (min)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              0.99995                          0.99996                          0.99996                          0.99996                          0.99996                          
3.0                              0.99994                          0.99994                          0.99994                          0.99994                          0.99994                          
4.0                              0.99859                          0.99994                          0.99994                          0.99994                          0.99994                          
5.0                              0.99683                          0.99993                          0.99993                          0.99993                          0.99993                          
6.0                              0.97877                          0.99993                          0.99993                          0.99958                          0.99993                          
7.0                              0.91136                          0.99993                          0.99993                          0.99884                          0.99993                          
8.0                              0.79745                          0.99993                          0.99993                          0.99824                          0.99992                          
9.0                              0.70886                          0.99992                          0.99992                          0.99773                          0.99991                          
10.0                             0.63798                          0.99991                          0.99991                          0.99735                          0.9999                           
11.0                             0.57999                          0.99991                          0.99991                          0.99702                          0.99989                          
12.0                             0.53166                          0.99991                          0.99991                          0.99606                          0.99989                          
13.0                             0.49077                          0.9999                           0.99966                          0.99516                          0.99989                          
14.0                             0.45572                          0.99989                          0.99937                          0.971                            0.99987                          
15.0                             0.42534                          0.99989                          0.99892                          0.94129                          0.99987                          
16.0                             0.39875                          0.99987                          0.99717                          0.91579                          0.99987                          
17.0                             0.3753                           0.99977                          0.99532                          0.88564                          0.99987                          
18.0                             0.35445                          0.99938                          0.99363                          0.85921                          0.99954                          
19.0                             0.33579                          0.99807                          0.99094                          0.83557                          0.99929                          
20.0                             0.319                            0.99694                          0.96725                          0.81416                          0.99845                          
21.0                             0.30381                          0.98161                          0.93922                          0.78602                          0.98308                          
22.0                             0.29                             0.95699                          0.90662                          0.75654                          0.95849                          
23.0                             0.27739                          0.93414                          0.87618                          0.7293                           0.93571                          
24.0                             0.26584                          0.91315                          0.84646                          0.70372                          0.91509                          
25.0                             0.2552                           0.89354                          0.81985                          0.68084                          0.89549                          
26.0                             0.24539                          0.87562                          0.79583                          0.65902                          0.87767                          
27.0                             0.2363                           0.85887                          0.77279                          0.63914                          0.86116                          
28.0                             0.22786                          0.84358                          0.75043                          0.62092                          0.84599                          
29.0                             0.22                             0.82931                          0.73006                          0.60369                          0.83146                          
30.0                             0.21267                          0.8159                           0.71047                          0.58764                          0.81815                          
