# imc1-opp
# Q-W=8-16
# 99^{th}\% max queue occupancy (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              111.0                            89.01                            88.0                             94.0                             88.0                             
3.0                              300.0                            243.01                           247.0                            254.01                           243.0                            
4.0                              666.0                            350.01                           357.01                           374.0                            350.0                            
5.0                              2494.0                           441.0                            457.01                           476.0                            436.01                           
6.0                              6851.0                           512.01                           528.01                           547.0                            509.0                            
7.0                              ?                                565.0                            582.0                            714.0                            560.0                            
8.0                              ?                                604.0                            621.0                            1273.0                           599.01                           
9.0                              ?                                636.0                            652.0                            1968.0                           633.0                            
10.0                             ?                                660.0                            679.0                            2560.0                           658.0                            
11.0                             ?                                682.0                            706.0                            3800.0                           679.0                            
12.0                             ?                                708.0                            734.0                            4885.0                           703.0                            
13.0                             ?                                733.0                            761.0                            6021.0                           724.0                            
14.0                             ?                                749.0                            783.0                            7411.0                           743.0                            
15.0                             ?                                768.0                            804.0                            8626.0                           759.0                            
16.0                             ?                                783.0                            821.0                            ?                                773.0                            
17.0                             ?                                799.01                           837.0                            ?                                791.0                            
18.0                             ?                                842.0                            852.0                            ?                                805.0                            
19.0                             ?                                1086.0                           864.0                            ?                                817.0                            
20.0                             ?                                1438.01                          ?                                ?                                829.0                            
21.0                             ?                                2263.0                           ?                                ?                                2103.0                           
22.0                             ?                                ?                                ?                                ?                                ?                                
23.0                             ?                                ?                                ?                                ?                                ?                                
24.0                             ?                                ?                                ?                                ?                                ?                                
25.0                             ?                                ?                                ?                                ?                                ?                                
26.0                             ?                                ?                                ?                                ?                                ?                                
27.0                             ?                                ?                                ?                                ?                                ?                                
28.0                             ?                                ?                                ?                                ?                                ?                                
29.0                             ?                                ?                                ?                                ?                                ?                                
30.0                             ?                                ?                                ?                                ?                                ?                                
