# imc1-opp
# Q-W=8-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              111.0                            90.0                             88.0                             94.0                             88.0                             
3.0                              300.0                            244.0                            247.0                            255.0                            243.0                            
4.0                              666.0                            351.0                            358.0                            375.0                            350.0                            
5.0                              2494.0                           442.0                            458.0                            476.01                           437.0                            
6.0                              6851.0                           513.0                            528.01                           547.0                            509.0                            
7.0                              ?                                565.0                            583.0                            715.0                            560.01                           
8.0                              ?                                605.0                            621.0                            1275.0                           601.0                            
9.0                              ?                                636.0                            653.0                            1971.0                           633.0                            
10.0                             ?                                660.0                            679.0                            2566.0                           658.0                            
11.0                             ?                                683.0                            707.0                            3803.0                           679.0                            
12.0                             ?                                708.0                            734.0                            4886.0                           704.0                            
13.0                             ?                                733.01                           761.0                            6104.0                           725.0                            
14.0                             ?                                749.0                            783.01                           7560.0                           744.0                            
15.0                             ?                                768.0                            804.01                           8897.0                           759.01                           
16.0                             ?                                784.0                            821.01                           ?                                775.0                            
17.0                             ?                                800.01                           838.0                            ?                                791.0                            
18.0                             ?                                843.0                            852.0                            ?                                805.01                           
19.0                             ?                                1086.01                          866.0                            ?                                819.0                            
20.0                             ?                                1440.0                           ?                                ?                                831.0                            
21.0                             ?                                2264.0                           ?                                ?                                2104.0                           
22.0                             ?                                ?                                ?                                ?                                ?                                
23.0                             ?                                ?                                ?                                ?                                ?                                
24.0                             ?                                ?                                ?                                ?                                ?                                
25.0                             ?                                ?                                ?                                ?                                ?                                
26.0                             ?                                ?                                ?                                ?                                ?                                
27.0                             ?                                ?                                ?                                ?                                ?                                
28.0                             ?                                ?                                ?                                ?                                ?                                
29.0                             ?                                ?                                ?                                ?                                ?                                
30.0                             ?                                ?                                ?                                ?                                ?                                
