# imc1-opp
# Q-W=1-16
# 99^{th}\% queue occupancy sum (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              111.0                            102.0                            102.0                            105.0                            103.0                            
3.0                              300.0                            278.0                            279.0                            282.0                            278.0                            
4.0                              666.0                            426.0                            430.0                            436.0                            428.0                            
5.0                              2494.0                           540.0                            543.0                            545.01                           541.0                            
6.0                              6851.0                           614.0                            618.0                            938.0                            616.0                            
7.0                              ?                                692.0                            697.01                           2356.01                          695.0                            
8.0                              ?                                775.0                            781.0                            4191.0                           779.0                            
9.0                              ?                                858.0                            865.0                            7686.0                           863.0                            
10.0                             ?                                924.0                            928.0                            ?                                926.0                            
11.0                             ?                                966.0                            1465.0                           ?                                966.0                            
12.0                             ?                                2403.0                           4046.0                           ?                                3218.0                           
13.0                             ?                                4966.0                           ?                                ?                                ?                                
14.0                             ?                                ?                                ?                                ?                                ?                                
15.0                             ?                                ?                                ?                                ?                                ?                                
16.0                             ?                                ?                                ?                                ?                                ?                                
17.0                             ?                                ?                                ?                                ?                                ?                                
18.0                             ?                                ?                                ?                                ?                                ?                                
19.0                             ?                                ?                                ?                                ?                                ?                                
20.0                             ?                                ?                                ?                                ?                                ?                                
21.0                             ?                                ?                                ?                                ?                                ?                                
22.0                             ?                                ?                                ?                                ?                                ?                                
23.0                             ?                                ?                                ?                                ?                                ?                                
24.0                             ?                                ?                                ?                                ?                                ?                                
25.0                             ?                                ?                                ?                                ?                                ?                                
26.0                             ?                                ?                                ?                                ?                                ?                                
27.0                             ?                                ?                                ?                                ?                                ?                                
28.0                             ?                                ?                                ?                                ?                                ?                                
29.0                             ?                                ?                                ?                                ?                                ?                                
30.0                             ?                                ?                                ?                                ?                                ?                                
