             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       129          60           138          184          132          
sj-12        47           0            0            0            46           
imc1         14           18           14           15           14           
imc2         38           18           25           18           38           
mawi-15      42           0            31           18           51           
