             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       10           10           10           10           10           
sj-12        15           1            1            1            17           
imc1         10           10           10           10           10           
imc2         10           10           10           10           10           
mawi-15      13           1            11           10           18           
