             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       950          995          922          1082         918          
sj-12        350          171          244          240          333          
imc1         888          398          662          453          571          
imc2         443          82           175          82           378          
mawi-15      504          379          468          417          459          
