             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       122          995          126          221          120          
sj-12        940          171          296          293          1020         
imc1         2200         398          2100         900          2201         
imc2         1698         82           512          82           1900         
mawi-15      1349         499          2987         998          2958         
