             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       30           10           30           30           30           
sj-12        30           2            3            3            30           
imc1         22           4            21           9            22           
imc2         17           2            5            2            19           
mawi-15      30           5            30           10           30           
