# mawi15-opp-dim
# quelen-Q-W=100-4-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              60.08                            12.0                             14.0                             25.0                             12.0                             
3.0                              204.0                            26.0                             32.0                             68.0                             26.0                             
4.0                              379.0                            41.0                             52.0                             135.0                            41.0                             
5.0                              499.0                            57.0                             74.0                             252.0                            56.0                             
6.0                              599.0                            76.0                             100.0                            411.0                            72.0                             
7.0                              699.0                            97.0                             136.0                            572.26                           92.0                             
8.0                              799.0                            119.0                            173.0                            717.0                            118.0                            
9.0                              899.0                            151.96                           221.0                            846.0                            156.0                            
10.0                             999.0                            185.0                            301.0                            951.0                            200.0                            
11.0                             1099.0                           221.99                           400.0                            1058.0                           238.0                            
12.0                             1199.0                           276.16                           539.0                            1160.0                           287.0                            
13.0                             1299.0                           347.0                            701.07                           1262.0                           341.0                            
14.0                             1399.0                           425.22                           928.0                            1360.0                           427.42                           
15.0                             1499.0                           494.33                           1082.0                           1457.0                           524.0                            
16.0                             1599.0                           587.0                            1208.0                           1560.92                          659.0                            
17.0                             1699.0                           690.0                            1335.0                           1656.0                           845.0                            
18.0                             1799.0                           823.88                           1445.0                           1758.0                           1044.84                          
19.0                             1899.0                           970.22                           1557.0                           1860.0                           1269.0                           
20.0                             1999.0                           1109.0                           1661.05                          1953.75                          1427.0                           
21.0                             2099.0                           1260.0                           1703.0                           2055.0                           1586.0                           
22.0                             2199.0                           1380.0                           1814.0                           2153.0                           1739.0                           
23.0                             2299.0                           1546                             1919.0                           2255.0                           1845.0                           
24.0                             2399.0                           1679.0                           2025.0                           2352.0                           1951.93                          
25.0                             2499.0                           1781.0                           2157.0                           2453.0                           2054.0                           
26.0                             2599.0                           1879.0                           2262.0                           2552.0                           2142.0                           
27.0                             2699.0                           1968.0                           2374.0                           2647.0                           2259.0                           
28.0                             2799.0                           2090.0                           2482.0                           2744.0                           2322.0                           
29.0                             2899.0                           2209.0                           2578.0                           2848.0                           2420.0                           
30.0                             2999.0                           2325.0                           2688.0                           2939.0                           2501.0                           
