# mawi15-opp-dim
# quelen-Q-W=100-1-16
# Fract. packets dropped (99^{th}%)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              8.6e-06                          0.0                              0.0                              0.0                              
3.0                              0.0011012                        0.0004988                        0.0005074                        0.000516                         
4.0                              0.0067724                        0.0014878                        0.001462                         0.0016462                        
5.0                              0.042353                         0.0023604                        0.0023306                        0.0035542                        
6.0                              0.127299                         0.0029778                        0.0029932                        0.010117                         
7.0                              0.227792                         0.0036906                        0.0038978                        0.030054                         
8.0                              0.325571                         0.0051826                        0.008017                         0.070993                         
9.0                              0.4103952                        0.0093402                        0.0160504                        0.124278                         
10.0                             0.4688132                        0.0156698                        0.034141                         0.183708                         
11.0                             0.5169292                        0.029806                         0.065379                         0.238331                         
12.0                             0.5570748                        0.055655                         0.1076876                        0.2950421                        
13.0                             0.5910642                        0.0924964                        0.156482                         0.3492602                        
14.0                             0.6202012                        0.1351506                        0.2112581                        0.3924078                        
15.0                             0.6454478                        0.1852299                        0.2603682                        0.4289008                        
16.0                             0.6675436                        0.2337142                        0.3051924                        0.4603426                        
17.0                             0.6870358                        0.2774172                        0.3460988                        0.4904136                        
18.0                             0.70437                          0.3189772                        0.3826424                        0.517521                         
19.0                             0.7198706                        0.3591624                        0.4187688                        0.5456184                        
20.0                             0.733831                         0.3932374                        0.4501058                        0.5656422                        
21.0                             0.7464544                        0.4241544                        0.4757084                        0.5881114                        
22.0                             0.7579328                        0.4521474                        0.5031536                        0.6066316                        
23.0                             0.7684182                        0.4789486                        0.524328                         0.6230584                        
24.0                             0.7780226                        0.5021982                        0.5485206                        0.6399974                        
25.0                             0.7868568                        0.5267718                        0.5657368                        0.6546456                        
26.0                             0.7950222                        0.5444632                        0.5813036                        0.6677348                        
27.0                             0.80258                          0.5614682                        0.599347                         0.679987                         
28.0                             0.8095908                        0.5817652                        0.6155628                        0.6922454                        
29.0                             0.816125                         0.5960938                        0.6290032                        0.7022482                        
30.0                             0.822214                         0.6106424                        0.6433752                        0.7106948                        
