# mawi15-opp-dim
# quelen-Q-W=100-16-16
# Throughput (min)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              0.99993                          0.99996                          0.99997                          0.99996                          0.99996                          
3.0                              0.99866                          0.9998                           0.99979                          0.99976                          0.9998                           
4.0                              0.99239                          0.99938                          0.99936                          0.99928                          0.99937                          
5.0                              0.95262                          0.99883                          0.99877                          0.99878                          0.99885                          
6.0                              0.85824                          0.99836                          0.99829                          0.99827                          0.99839                          
7.0                              0.74744                          0.99802                          0.99793                          0.99711                          0.99807                          
8.0                              0.65428                          0.99778                          0.99768                          0.99176                          0.99783                          
9.0                              0.58159                          0.99757                          0.99747                          0.97477                          0.99764                          
10.0                             0.52344                          0.99735                          0.99712                          0.95272                          0.99747                          
11.0                             0.47586                          0.99705                          0.9968                           0.92728                          0.99723                          
12.0                             0.43621                          0.99676                          0.99646                          0.90051                          0.99694                          
13.0                             0.40266                          0.99649                          0.99609                          0.87255                          0.99667                          
14.0                             0.3739                           0.99624                          0.99576                          0.84581                          0.99644                          
15.0                             0.34898                          0.99599                          0.99539                          0.82099                          0.9962                           
16.0                             0.32717                          0.99578                          0.9951                           0.79933                          0.99601                          
17.0                             0.30793                          0.9956                           0.99484                          0.77852                          0.99582                          
18.0                             0.29082                          0.99542                          0.99429                          0.75933                          0.99563                          
19.0                             0.27552                          0.99527                          0.99382                          0.74103                          0.9955                           
20.0                             0.26174                          0.99514                          0.99336                          0.7233                           0.99535                          
21.0                             0.24928                          0.99501                          0.99296                          0.70414                          0.99523                          
22.0                             0.23795                          0.9949                           0.99259                          0.68444                          0.99514                          
23.0                             0.2276                           0.99479                          0.99216                          0.66614                          0.99503                          
24.0                             0.21812                          0.99469                          0.99163                          0.64877                          0.99496                          
25.0                             0.2094                           0.99457                          0.98964                          0.63217                          0.99489                          
26.0                             0.20134                          0.99447                          0.98699                          0.61688                          0.99478                          
27.0                             0.19389                          0.99438                          0.98425                          0.60251                          0.99467                          
28.0                             0.18696                          0.99429                          0.98133                          0.58878                          0.99271                          
29.0                             0.18051                          0.9942                           0.97842                          0.57598                          0.99014                          
30.0                             0.1745                           0.99413                          0.97529                          0.56397                          0.98719                          
