# mawi15-opp-dim
# quelen-Q-W=100-8-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              60.08                            12.0                             14.0                             25.0                             12.0                             
3.0                              204.0                            24.0                             30.0                             66.0                             24.0                             
4.0                              379.0                            38.0                             50.0                             131.0                            38.0                             
5.0                              499.0                            52.0                             70.0                             247.0                            52.0                             
6.0                              599.0                            68.0                             92.0                             407.0                            65.0                             
7.0                              699.0                            85.0                             121.0                            590.0                            82.0                             
8.0                              799.0                            104.0                            152.0                            753.0                            99.0                             
9.0                              899.0                            127.96                           193.0                            883.0                            125.0                            
10.0                             999.0                            154.0                            237.0                            991.0                            152.0                            
11.0                             1099.0                           184.0                            293.0                            1095.0                           183.0                            
12.0                             1199.0                           219.0                            355.81                           1197.0                           217.99                           
13.0                             1299.0                           254.54                           431.19                           1299.0                           266.0                            
14.0                             1399.0                           293.68                           516.53                           1399.0                           316.0                            
15.0                             1499.0                           345.0                            607.0                            1499.0                           379.0                            
16.0                             1599.0                           392.0                            739.0                            1599.0                           458.0                            
17.0                             1699.0                           441.08                           911.0                            1699.0                           561.0                            
18.0                             1799.0                           499.81                           1111.0                           1800.0                           681.0                            
19.0                             1899.0                           556.0                            1321.0                           1899.0                           824.0                            
20.0                             1999.0                           639.0                            1582.0                           1999.0                           979.82                           
21.0                             2099.0                           720.21                           1813.0                           2099.0                           1190.08                          
22.0                             2199.0                           810.0                            1992.0                           2199                             1515.0                           
23.0                             2299.0                           896.25                           2152.0                           2300.0                           1783                             
24.0                             2399.0                           1122.0                           2273.0                           2399.0                           1941.0                           
25.0                             2499.0                           1358.0                           2394.0                           2500.0                           2102.37                          
26.0                             2599.0                           1563.43                          2508.0                           2599.0                           2263.0                           
27.0                             2699.0                           1674.0                           2624.0                           2700.0                           2407.0                           
28.0                             2799.0                           1766.08                          2732.0                           2799.0                           2546.0                           
29.0                             2899.0                           1879.0                           2838.0                           2899.0                           2669.0                           
30.0                             2999.0                           2057.0                           2947.0                           2999.0                           2785.0                           
