# mawi15-opp-dim
# quelen-Q-W=100-4-16
# Fract. packets dropped (99^{th}%)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              8.6e-06                          0.0                              0.0                              0.0                              
3.0                              0.0011012                        0.0002236                        0.0002322                        0.0002322                        
4.0                              0.0067724                        0.0005934                        0.0005934                        0.0006278                        
5.0                              0.042353                         0.0011094                        0.0011352                        0.00109                          
6.0                              0.127299                         0.0015136                        0.0015566                        0.0016778                        
7.0                              0.227792                         0.0018318                        0.0018318                        0.003621                         
8.0                              0.325571                         0.0020554                        0.0020468                        0.0099168                        
9.0                              0.4103952                        0.0022446                        0.0022498                        0.02876                          
10.0                             0.4688132                        0.0024262                        0.002428                         0.051072                         
11.0                             0.5169292                        0.0025802                        0.0027222                        0.077214                         
12.0                             0.5570748                        0.00271                          0.0030624                        0.103488                         
13.0                             0.5910642                        0.0029574                        0.0034144                        0.131189                         
14.0                             0.6202012                        0.003202                         0.0039826                        0.15721                          
15.0                             0.6454478                        0.0034022                        0.0047642                        0.181444                         
16.0                             0.6675436                        0.003571                         0.0057146                        0.203105                         
17.0                             0.6870358                        0.0037398                        0.0084406                        0.224407                         
18.0                             0.70437                          0.00389                          0.012818                         0.244998                         
19.0                             0.7198706                        0.0040544                        0.0191551                        0.2726444                        
20.0                             0.733831                         0.0042102                        0.0266038                        0.2944372                        
21.0                             0.7464544                        0.004392                         0.023243                         0.3158596                        
22.0                             0.7579328                        0.004696                         0.030676                         0.3395662                        
23.0                             0.7684182                        0.0053594                        0.038702                         0.3610182                        
24.0                             0.7780226                        0.0086382                        0.049521                         0.3886956                        
25.0                             0.7868568                        0.0134832                        0.0633157                        0.4151722                        
26.0                             0.7950222                        0.020511                         0.0772558                        0.4328142                        
27.0                             0.80258                          0.028898                         0.0913408                        0.449615                         
28.0                             0.8095908                        0.039312                         0.1074542                        0.4650248                        
29.0                             0.816125                         0.049532                         0.1235436                        0.4795128                        
30.0                             0.822214                         0.061986                         0.1407492                        0.4933736                        
