# mawi15-opp-dim
# quelen-Q-W=100-8-16
# Throughput (min)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              0.99993                          0.99996                          0.99997                          0.99996                          0.99996                          
3.0                              0.99866                          0.9998                           0.99978                          0.99976                          0.99978                          
4.0                              0.99239                          0.99936                          0.99935                          0.99927                          0.99935                          
5.0                              0.95262                          0.99879                          0.99876                          0.99877                          0.99883                          
6.0                              0.85824                          0.99836                          0.99825                          0.99824                          0.99837                          
7.0                              0.74744                          0.998                            0.99788                          0.99697                          0.99805                          
8.0                              0.65428                          0.99777                          0.99761                          0.99122                          0.99781                          
9.0                              0.58159                          0.99755                          0.9973                           0.97322                          0.99761                          
10.0                             0.52344                          0.99722                          0.99689                          0.95042                          0.9974                           
11.0                             0.47586                          0.99689                          0.99656                          0.92451                          0.99708                          
12.0                             0.43621                          0.99655                          0.9962                           0.89719                          0.99676                          
13.0                             0.40266                          0.9963                           0.99582                          0.86858                          0.99649                          
14.0                             0.3739                           0.99603                          0.99548                          0.84148                          0.99625                          
15.0                             0.34898                          0.99578                          0.99509                          0.81641                          0.99598                          
16.0                             0.32717                          0.99558                          0.9948                           0.79441                          0.99579                          
17.0                             0.30793                          0.99537                          0.99426                          0.77354                          0.99559                          
18.0                             0.29082                          0.99518                          0.99366                          0.75396                          0.9954                           
19.0                             0.27552                          0.99503                          0.99315                          0.73559                          0.99523                          
20.0                             0.26174                          0.9949                           0.99268                          0.71736                          0.99511                          
21.0                             0.24928                          0.99476                          0.99222                          0.69793                          0.99497                          
22.0                             0.23795                          0.99464                          0.9917                           0.67801                          0.99487                          
23.0                             0.2276                           0.99449                          0.99113                          0.65933                          0.99474                          
24.0                             0.21812                          0.99435                          0.98854                          0.64163                          0.99468                          
25.0                             0.2094                           0.99421                          0.98494                          0.6248                           0.99264                          
26.0                             0.20134                          0.9941                           0.98105                          0.60917                          0.98942                          
27.0                             0.19389                          0.99398                          0.97644                          0.59439                          0.98521                          
28.0                             0.18696                          0.99383                          0.97143                          0.58079                          0.97973                          
29.0                             0.18051                          0.99373                          0.96613                          0.56773                          0.97356                          
30.0                             0.1745                           0.99361                          0.96034                          0.5555                           0.96687                          
