# mawi15-opp-dim
# quelen-Q-W=100-8-16
# Fract. packets dropped (99^{th}%)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              8.6e-06                          0.0                              0.0                              0.0                              0.0                              
3.0                              0.0011012                        0.0001634                        0.0001806                        0.0002064                        0.0001806                        
4.0                              0.0067724                        0.0005418                        0.0005504                        0.0006278                        0.0005418                        
5.0                              0.042353                         0.001032                         0.0010492                        0.0010562                        0.000989                         
6.0                              0.127299                         0.0013932                        0.0014534                        0.001609                         0.0013846                        
7.0                              0.227792                         0.0016942                        0.0017372                        0.0026464                        0.0016598                        
8.0                              0.325571                         0.001892                         0.0019436                        0.0074874                        0.0018748                        
9.0                              0.4103952                        0.0020726                        0.0021242                        0.023807                         0.0020468                        
10.0                             0.4688132                        0.0022072                        0.0022758                        0.044239                         0.0022016                        
11.0                             0.5169292                        0.0023412                        0.0024128                        0.067426                         0.0023388                        
12.0                             0.5570748                        0.0024682                        0.0025784                        0.091945                         0.002457                         
13.0                             0.5910642                        0.002611                         0.0028358                        0.117728                         0.0025696                        
14.0                             0.6202012                        0.0028212                        0.0031062                        0.142145                         0.0027324                        
15.0                             0.6454478                        0.0030086                        0.0033896                        0.164739                         0.0029326                        
16.0                             0.6675436                        0.0031774                        0.00362                          0.184601                         0.003077                         
17.0                             0.6870358                        0.003329                         0.0040798                        0.203616                         0.0032286                        
18.0                             0.70437                          0.0034692                        0.0045654                        0.221658                         0.003353                         
19.0                             0.7198706                        0.0035936                        0.0050484                        0.238721                         0.003476                         
20.0                             0.733831                         0.003698                         0.0055378                        0.2629804                        0.0035804                        
21.0                             0.7464544                        0.0038096                        0.0060334                        0.2814606                        0.0036848                        
22.0                             0.7579328                        0.0038954                        0.00669                          0.3005249                        0.0037704                        
23.0                             0.7684182                        0.0040142                        0.0074818                        0.3196838                        0.0039544                        
24.0                             0.7780226                        0.0041086                        0.010146                         0.3367044                        0.0042428                        
25.0                             0.7868568                        0.0042016                        0.0136584                        0.3530206                        0.0061186                        
26.0                             0.7950222                        0.004276                         0.0174368                        0.3820228                        0.0088402                        
27.0                             0.80258                          0.0043948                        0.022008                         0.3967132                        0.012413                         
28.0                             0.8095908                        0.0045162                        0.0269774                        0.4102814                        0.0171256                        
29.0                             0.816125                         0.0046202                        0.032135                         0.4233786                        0.023189                         
30.0                             0.822214                         0.0047328                        0.0377451                        0.435655                         0.029217                         
