             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       4            5            4            4            5            
sj-12        3            1            1            1            3            
imc1         1            1            1            1            1            
imc2         5            1            2            1            1            
mawi-15      1            1            1            1            1            
