             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       5            5            6            5            6            
sj-12        3            1            1            1            3            
imc1         1            1            1            1            1            
imc2         5            1            2            1            2            
mawi-15      1            1            1            1            1            
