             5-tuple      * (global)   ipdst        ipdst/16     ipsrc,ipdst  
chi-15       17           4            18           16           19           
sj-12        2            1            1            1            2            
imc1         1            1            1            1            1            
imc2         3            1            2            1            2            
mawi-15      1            1            1            1            1            
