# caida-sj12-opp-dim
# quelen-Q-W=10-4-16
# Fract. packets dropped (99^{th}%)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              0.0451692                        0.00013                          0.0227168                        0.0224384                        
3.0                              0.1449514                        0.0015455                        0.0651178                        0.0625245                        
4.0                              0.2579292                        0.0034315                        0.1240876                        0.1180692                        
5.0                              0.3692775                        0.0048785                        0.1859388                        0.1796211                        
6.0                              0.4725342                        0.0057695                        0.2455745                        0.237605                         
7.0                              0.5541892                        0.00646                          0.3002612                        0.2921967                        
8.0                              0.6101266                        0.0070385                        0.346578                         0.337971                         
9.0                              0.6533722                        0.0075365                        0.38774                          0.378725                         
10.0                             0.6880182                        0.00791                          0.421529                         0.412068                         
11.0                             0.7163712                        0.008222                         0.4508958                        0.4412908                        
12.0                             0.7400022                        0.0088875                        0.474854                         0.4646866                        
13.0                             0.7599934                        0.0105385                        0.496702                         0.4859008                        
14.0                             0.7771253                        0.012797                         0.5149288                        0.5038892                        
15.0                             0.7919801                        0.017219                         0.5310026                        0.5197242                        
16.0                             0.8049761                        0.0219393                        0.5449672                        0.5329374                        
17.0                             0.8164394                        0.0242732                        0.5576414                        0.546432                         
18.0                             0.8266361                        0.0306562                        0.5687998                        0.5574424                        
19.0                             0.8357523                        0.0351162                        0.5787666                        0.5673882                        
20.0                             0.8439541                        0.0435112                        0.5883168                        0.5763152                        
21.0                             0.8513815                        0.0529793                        0.5970662                        0.585505                         
22.0                             0.8581306                        0.0637818                        0.604763                         0.5935655                        
23.0                             0.8642975                        0.0742746                        0.612511                         0.601637                         
24.0                             0.8699461                        0.0871652                        0.61911                          0.6092095                        
25.0                             0.8751425                        0.1010037                        0.625564                         0.617133                         
26.0                             0.8799467                        0.115446                         0.6315328                        0.6222069                        
27.0                             0.8843887                        0.1303562                        0.6365028                        0.6291544                        
28.0                             0.8885107                        0.14506                          0.6413805                        0.6360414                        
29.0                             0.8923544                        0.1603182                        0.6458847                        0.64091                          
30.0                             0.8959381                        0.1768104                        0.650426                         0.6461672                        
