# caida-sj12-opp-dim
# quelen-Q-W=10-1-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              19.0                             5.0                              18.0                             18.0                             5.0                              
3.0                              29.0                             14.0                             29.0                             29.0                             14.0                             
4.0                              39.0                             20.0                             39.0                             39.0                             20.0                             
5.0                              49.0                             27.0                             48.0                             48.0                             26.0                             
6.0                              59.0                             33.0                             57.0                             57.0                             32.0                             
7.0                              69.0                             37.0                             66.0                             63.0                             36.0                             
8.0                              79.0                             42.0                             72.0                             71.0                             42.0                             
9.0                              89.0                             47.0                             80.0                             80.0                             47.0                             
10.0                             99.0                             52.0                             89.0                             89.0                             52.0                             
11.0                             109.0                            58.0                             98.0                             98.0                             58.0                             
12.0                             119.0                            64.0                             107.0                            107.0                            63.0                             
13.0                             129                              69.0                             116.0                            116.0                            68.0                             
14.0                             139.0                            75.0                             125.0                            125.0                            74.0                             
15.0                             149.0                            80.0                             134.0                            133.0                            80.0                             
16.0                             159.0                            86.0                             143.0                            142.0                            85.0                             
17.0                             169.0                            93.0                             152.0                            150.0                            91.0                             
18.0                             179.0                            99.0                             160.0                            160.0                            99.0                             
19.0                             189.0                            104.0                            169.0                            168.0                            103.0                            
20.0                             199.0                            110.46                           178.0                            177.0                            110.0                            
21.0                             209.0                            118.0                            187.0                            186.0                            118.0                            
22.0                             219.0                            123.0                            196.0                            196.0                            125.0                            
23.0                             229.0                            132.0                            205.0                            205.0                            132.0                            
24.0                             239.0                            140.0                            214.0                            213.0                            140.0                            
25.0                             249.0                            148.0                            223.0                            222.0                            147.0                            
26.0                             259.0                            158.0                            233.0                            232.0                            156.0                            
27.0                             269.0                            172.0                            241.0                            241.0                            168.0                            
28.0                             279.0                            179.0                            250.0                            249.0                            178.0                            
29.0                             289.0                            190.0                            259.0                            258.0                            188.0                            
30.0                             299.0                            202.0                            268.0                            266.0                            200.0                            
